player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,pass_250_yds,pass_300_yds,pass_350_yds,scoring_opp,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,team_id,team_name,proj_type,rec_yds_g,rec_avg,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rush_50_yds,rush_100_yds,rec_rz_tgt,rec_50_yds,rec_100_yds,return_yds,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rec_150_yds,rec_200_yds,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,fg_50_att,fg_4049_att,fg_0039,fg_att_39,fg_miss,dst_safety,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,dst_yds_199,dst_yds_299,dst_yds_349,dst_yds_399,dst_yds_449,dst_yds_499,dst_yds_549,dst_yds_550,dst_pts_6,dst_pts_13,dst_pts_17,dst_pts_20,dst_pts_27,dst_pts_34,dst_pts_45,fumblesRecovered
"Granson, Kylen",TE,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,12.7,NA,NA,FantasySharks,15419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,11.4,28.6,127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.3,4.8,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Ben",TE,GBP,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,12.6,NA,NA,FantasySharks,16483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,4.9,9.7,34,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,4.3,NA,NA,0,NA,NA,NA,NA,NA,1.5,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Farrell, Luke",TE,SFO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,11.5,NA,NA,FantasySharks,15335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,12.9,18.8,110,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,0.9,NA,NA,0,NA,NA,NA,NA,NA,0.1,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jordan, Brevin",TE,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,10.5,NA,NA,FantasySharks,15330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,9.3,11.3,91,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,0.2,NA,NA,0,NA,NA,NA,NA,NA,0,0.2,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Long, Hunter",TE,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.8,10.2,NA,NA,FantasySharks,15334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,11.7,17.8,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.2,1.8,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bates, John",TE,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.6,10,NA,NA,FantasySharks,15344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,12.8,22,111,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,3.4,NA,NA,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parham, Donald",TE,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,9.8,NA,NA,FantasySharks,14341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,7.3,11,98,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,0.8,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woerner, Charlie",TE,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,9.7,NA,NA,FantasySharks,14984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,12.4,20.9,97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,1,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spann-Ford, Brevyn",TE,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,16647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,9.1,18.9,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.2,3.3,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whiteheart, Blake",TE,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,8.5,NA,NA,FantasySharks,16940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.3,11.8,84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2,1.9,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heyward, Connor",TE,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,7.8,NA,NA,FantasySharks,15800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,11.7,15.5,59,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.3,NA,NA,0,NA,NA,NA,NA,NA,0,0.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,7.5,NA,NA,FantasySharks,16644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.2,5.8,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Davis",TE,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,7.4,NA,NA,FantasySharks,16219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,8.1,15.3,58,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,3.1,NA,NA,0,NA,NA,NA,NA,NA,0,0.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,6.5,NA,NA,FantasySharks,16706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.2,17.9,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saubert, Eric",TE,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,6.1,NA,NA,FantasySharks,13315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,7.5,10.4,49,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,3.1,NA,NA,0,NA,NA,NA,NA,NA,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"All, Erick",TE,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,5.4,NA,NA,FantasySharks,16645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.3,9.1,54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.8,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Martin-Robinson, David",TE,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,4.8,NA,NA,FantasySharks,16831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.7,11.5,48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manhertz, Chris",TE,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,4.5,NA,NA,FantasySharks,12955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,2,4.7,26,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1.7,NA,NA,1,NA,NA,NA,NA,NA,0.3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fisk, Tucker",TE,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,16557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,5.4,6.3,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,0.9,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smythe, Durham",TE,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3.8,NA,NA,FantasySharks,13676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,5.6,10.6,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.1,2.3,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yeboah, Kenny",TE,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3.6,NA,NA,FantasySharks,15339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2.6,5,27,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.1,NA,NA,0,NA,NA,NA,NA,NA,0,0.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bartholomew, Gavin",TE,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3.1,NA,NA,FantasySharks,17231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,3.6,6,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1.9,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westover, Jack",TE,NEP,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3,NA,NA,FantasySharks,16839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.4,8.3,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, Tanner",TE,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,3,NA,NA,FantasySharks,15991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,5.1,14.9,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,3.9,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gadsden, Oronde",TE,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,2.6,NA,NA,FantasySharks,17099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,4.6,9.7,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1.6,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quitoriano, Teagan",TE,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,2.5,NA,NA,FantasySharks,15905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2.2,4.7,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,1,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiley, Jared",TE,KCC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,16648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.1,8.2,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,1.7,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mitchell",TE,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,17109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.3,10.6,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,LVR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,13678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,6.5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.7,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franks, Feleipe",TE,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,15244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,205.04,NA,55931,FanDuel,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.87,155.91,1145.89,5.81,1,69,35,Las Vegas Raiders,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,190.06,NA,55232,FanDuel,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.94,140.99,1029.92,5.99,2,74,1,Arizona Cardinals,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,189.34,NA,53461,FanDuel,13299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.01,111.88,1096.5,6.78,3,76,27,San Francisco 49ers,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,165.27,NA,55608,FanDuel,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.82,108.15,844,7.41,4,100,11,Detroit Lions,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,158.62,NA,52104,FanDuel,11244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.88,119.58,786.63,6.34,5,107,16,Kansas City Chiefs,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,148.01,NA,53836,FanDuel,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.13,89.93,720.82,7.45,6,118,3,Baltimore Ravens,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,146.31,NA,53429,FanDuel,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.37,118.46,817.46,4.39,7,120,8,Cleveland Browns,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,0,0,0,NA,0,0,NA,0,0,NA,0,NA,130.36,NA,54859,FanDuel,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.46,101.14,704.06,4.98,8,131,2,Atlanta Falcons,REMAINING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
